,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
Time,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0,101.0,102.0
Ncross_mean,0.0,282.0,538.0,828.0,1144.0,1417.0,1674.0,1942.0,2195.0,2441.0,2663.0,2863.0,3039.0,3198.0,3377.0,3541.0,3704.0,3856.0,3957.0,4063.0,4150.0,4231.0,4344.0,4415.0,4471.0,4543.0,4599.0,4650.0,4683.0,4733.0,4771.0,4797.0,4830.0,4853.0,4873.0,4892.0,4897.0,4915.0,4933.0,4944.0,4955.0,4958.0,4972.0,4973.0,4982.0,4998.0,5009.0,5015.0,5011.0,5012.0,5009.0,5018.0,5023.0,5026.0,5029.0,5028.0,5025.0,5034.0,5032.0,5033.0,5036.0,5030.0,5035.0,5032.0,5040.0,5040.0,5041.0,5037.0,5043.0,5042.0,5041.0,5042.0,5039.0,5044.0,5043.0,5041.0,5043.0,5043.0,5041.0,5043.0,5042.0,5042.0,5043.0,5041.0,5041.0,5041.0,5045.0,5043.0,5042.0,5042.0,5040.0,5043.0,5043.0,5043.0,5044.0,5045.0,5044.0,5044.0,5042.0,5043.0,5043.0,5044.0,5044.0
Ncross_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valency_mean,0.0,1.1134751773049645,1.2509293680297398,1.3381642512077294,1.4003496503496504,1.5130557515878618,1.577658303464755,1.6503604531410916,1.6984054669703872,1.7677181482998772,1.811115283514833,1.874257771568285,1.9437314906219152,2.024702939337086,2.059224163458691,2.104772663089523,2.14902807775378,2.2002074688796682,2.273692191053829,2.3224218557715974,2.3804819277108433,2.415504608839518,2.4726058931860035,2.524348810872027,2.5618429881458287,2.590578912612811,2.649923896499239,2.6888172043010754,2.7399103139013454,2.7857595605324317,2.8084259065185497,2.863456326870961,2.9024844720496894,2.939831032351123,2.980094397701621,3.016148814390842,3.042066571370227,3.066734486266531,3.0885870666936954,3.1268203883495147,3.1537840565085773,3.180516337232755,3.191271118262269,3.2224009652121457,3.246286631874749,3.2725090036014404,3.2778997803952885,3.3032901296111663,3.3113151067651168,3.3389864325618515,3.3539628668396886,3.3732562774013553,3.385626119848696,3.4042976522085158,3.419168820839133,3.4333731105807477,3.4523383084577115,3.451330949543107,3.462042925278219,3.471289489370157,3.472001588562351,3.487872763419483,3.5082423038728896,3.512321144674086,3.5166666666666666,3.526388888888889,3.536599880975997,3.5370260075441733,3.549474519135435,3.546410154700516,3.55246974806586,3.5600952003173343,3.571938876761262,3.568596352101507,3.575054531033115,3.5836143622297163,3.595677176283958,3.5784255403529643,3.584209482245586,3.589133452310133,3.60472034906783,3.593018643395478,3.603410668253024,3.6137671097004564,3.589565562388415,3.609998016266614,3.613875123885035,3.6264128494943484,3.6473621578738595,3.6449821499404997,3.6307539682539685,3.6299821534800714,3.6402934761054926,3.631370216141186,3.6375892149088025,3.6493557978196236,3.6379857256145915,3.6413560666137985,3.644188813962713,3.6511996827285347,3.668054729327781,3.6627676447264075,3.655035685963521
Valency_std,0.0,0.3387963379431542,0.4974368042206778,0.5787229920471073,0.6468318839824158,0.7428836548386369,0.7860812856594586,0.8274371820621242,0.8591844464637864,0.9032002345535997,0.9130404587487015,0.9475841661436494,0.9727071968742969,0.9989125525364444,1.0201051417571343,1.0334874924551443,1.043562041065548,1.0549527326662478,1.0591063122816617,1.0695281977690387,1.0752661801187309,1.078741409914125,1.0778555483782093,1.0685594819380415,1.0680963835440376,1.0727937218686499,1.0690833550883367,1.0656633548830377,1.0575184351719633,1.0510687159624834,1.0546680654434277,1.042115427447224,1.0240452996029032,1.0166986834603635,1.0045115913513674,0.995875000331049,0.9868788230445762,0.9672260141573854,0.9627448524364782,0.945039383832927,0.9385581131576559,0.9284006510629162,0.9189938583537931,0.9017738994838681,0.8898380655808001,0.8759426109066782,0.876840221104124,0.8556533845132597,0.843625472603588,0.8305161006454046,0.8155290367124571,0.8027815077270513,0.7909051767292715,0.7828833382259746,0.7690565821706861,0.7673581320304541,0.7558508137930174,0.7498610760803323,0.7473788588993922,0.7474842010898933,0.728279908480772,0.7143460687079106,0.7024440160666896,0.7024876432486004,0.7007082584728566,0.6935774349625582,0.6815355024756093,0.6795963734530989,0.6724525017707622,0.6753493849183952,0.6690321349138822,0.6656845269269028,0.6531515120041207,0.6570042406249923,0.6536011775591863,0.6415808415614617,0.648154500013663,0.6544184241620107,0.6408842388257281,0.638615352422343,0.6277984008807211,0.6387081393845309,0.6355240407462633,0.6182769028701072,0.6348678295489208,0.6300760700052713,0.6149490122575374,0.6047209684000673,0.5999818053402404,0.5902349031152874,0.5999062649864287,0.6069115272446239,0.6019817173585761,0.5983845712775878,0.5922967508682403,0.5927728606219864,0.6044642824759001,0.5950851311732213,0.593444742570821,0.589998645867614,0.5647317896387412,0.5773561806491609,0.5872964735246904
Nfil_per_cross_mean,0.0,1.0283687943262412,1.0687732342007434,1.1171497584541064,1.1503496503496504,1.2060691601976006,1.2502986857825567,1.2966014418125644,1.3298405466970387,1.3793527242933223,1.413819001126549,1.4572127139364304,1.5060875287923658,1.572232645403377,1.6014213799230086,1.6410618469358937,1.6806155507559395,1.7193983402489628,1.7856962345211018,1.835835589465912,1.8857831325301204,1.9108957693216733,1.9615561694290975,2.0040770101925256,2.0445090583762022,2.073959938366718,2.1243748641008917,2.16494623655914,2.2075592568866114,2.2499471793788297,2.275413959337665,2.3260371065249115,2.3670807453416147,2.4119101586647433,2.45372460496614,2.4773098937040063,2.5003063099857057,2.531230925737538,2.5607135617271437,2.5946601941747574,2.620787083753784,2.63533682936668,2.6538616251005633,2.685702795093505,2.7133681252509034,2.7382953181272507,2.7498502695148734,2.777467597208375,2.792855717421672,2.8196328810853952,2.8368935915352367,2.855320844958151,2.8777622934501292,2.896935933147632,2.9142970769536687,2.9347653142402548,2.955223880597015,2.960270162892332,2.976152623211447,2.9819193324061195,2.983320095313741,2.9990059642147116,3.0278053624627606,3.0300079491255962,3.0367063492063493,3.0498015873015873,3.0620908549890893,3.07166964462974,3.0878445369819554,3.0821102737009123,3.087879389010117,3.094803649345498,3.1093470926771185,3.1165741475019826,3.1225461035098157,3.1364808569728226,3.1481261154074955,3.144755106087646,3.1543344574489187,3.164981162006742,3.1711622372074575,3.1701705672352243,3.1782669046202656,3.184487204919659,3.1696092045229123,3.195596111882563,3.203567888999009,3.2147531231409876,3.227290757635859,3.2302657675525586,3.220436507936508,3.224271267102915,3.235177473725957,3.2290303390838786,3.2392942109436955,3.25609514370664,3.2519825535289453,3.2557494052339413,3.257635858786196,3.2627404322823716,3.280785246876859,3.272997620935765,3.270618556701031
Nfil_per_cross_std,0.0,0.166024112208789,0.2603093324820919,0.33267411886085313,0.3833737109142428,0.45536696426063233,0.5045343090125722,0.5554512039014156,0.5935090982836632,0.6370762851326391,0.6588521581227956,0.6903629213215297,0.7159254982824202,0.7449673255301275,0.7636843927663584,0.7836924468824662,0.797059965560847,0.8158169613057158,0.8324767505921383,0.8488387832122471,0.8709309801847728,0.8782419032975471,0.8922858317785245,0.8916279299855736,0.8945950550633267,0.9137525655129304,0.91315166411338,0.922186069970224,0.927001692561103,0.9320130457854272,0.9252174122841488,0.9312491208239859,0.9327452123497334,0.9359887399165672,0.9325514163547566,0.9341002157380839,0.9267924027293245,0.9155551938027238,0.9201955441654067,0.910619102536384,0.9123503905799539,0.9065546117678621,0.8966389211646565,0.8848608812427293,0.8793872272185219,0.8712299764647938,0.8757465386403387,0.8667623301033857,0.8654184876621291,0.8611676732627073,0.8538361363814688,0.8395564950008132,0.8238126849425562,0.8259390118931218,0.8147162604491047,0.826495778026738,0.8270219152990693,0.8174757450094029,0.825509708466792,0.832643491320134,0.8149466142733758,0.8115707752407461,0.7997153477265003,0.7972614095161906,0.7938515371122995,0.7933878284588735,0.7821107309548883,0.7772738943430504,0.772839157200538,0.7800576605138007,0.778361066182682,0.781413889511893,0.7796210873725448,0.7724250412457793,0.7777220442002947,0.759271355675842,0.7625413576897383,0.7612372872675616,0.7647158152805515,0.7531723736779132,0.7548976657650109,0.7583978673040506,0.7521188330270213,0.7375800837666348,0.7428805286797279,0.7494151966788837,0.7447118862073288,0.733929196695504,0.7363089642715087,0.7322758863942078,0.7381464129298055,0.7313480414581802,0.7302260774338241,0.7260581327464964,0.7232093047874302,0.7257305637806334,0.7322753820954108,0.7240191028079384,0.7159334424772077,0.7151055532267749,0.7175331872196047,0.726069759044064,0.725048286573674
Bar_Nfil_per_cross_mean,3.2667547918043622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bar_Nfil_per_cross_std,0.7206874912412217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mean_Nfpc_1_fil,0.0,274.0,502.0,734.0,983.0,1154.0,1307.0,1453.0,1601.0,1700.0,1791.0,1849.0,1857.0,1812.0,1861.0,1880.0,1872.0,1868.0,1771.0,1712.0,1660.0,1647.0,1582.0,1497.0,1425.0,1429.0,1339.0,1283.0,1227.0,1169.0,1114.0,1035.0,988.0,918.0,855.0,836.0,783.0,721.0,711.0,646.0,627.0,601.0,572.0,514.0,481.0,447.0,440.0,405.0,385.0,355.0,355.0,311.0,272.0,258.0,241.0,258.0,239.0,227.0,232.0,237.0,207.0,189.0,170.0,161.0,152.0,158.0,145.0,139.0,133.0,134.0,142.0,141.0,135.0,115.0,124.0,105.0,123.0,108.0,113.0,94.0,91.0,94.0,92.0,80.0,84.0,83.0,76.0,69.0,72.0,67.0,68.0,69.0,63.0,67.0,61.0,68.0,75.0,64.0,58.0,51.0,50.0,53.0,53.0
Std_Npc_1_fil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mean_Nfpc_2_fil,0.0,8.0,35.0,91.0,150.0,236.0,319.0,412.0,478.0,579.0,667.0,751.0,869.0,994.0,1066.0,1123.0,1228.0,1310.0,1378.0,1446.0,1482.0,1504.0,1581.0,1652.0,1691.0,1661.0,1677.0,1691.0,1657.0,1655.0,1681.0,1681.0,1633.0,1638.0,1612.0,1573.0,1589.0,1589.0,1515.0,1520.0,1477.0,1468.0,1441.0,1432.0,1402.0,1381.0,1384.0,1351.0,1348.0,1327.0,1236.0,1251.0,1233.0,1226.0,1180.0,1118.0,1119.0,1105.0,1080.0,1080.0,1094.0,1092.0,1032.0,1043.0,1043.0,993.0,960.0,937.0,905.0,942.0,899.0,900.0,881.0,900.0,882.0,841.0,779.0,825.0,806.0,801.0,806.0,812.0,781.0,752.0,784.0,770.0,762.0,726.0,708.0,704.0,736.0,703.0,702.0,683.0,677.0,644.0,652.0,650.0,636.0,648.0,639.0,670.0,669.0
Std_Nfpc_2_fil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mean_Nfpc_3_fil,0.0,0.0,1.0,3.0,11.0,25.0,44.0,67.0,102.0,139.0,180.0,231.0,270.0,340.0,385.0,467.0,519.0,570.0,693.0,765.0,830.0,890.0,947.0,1017.0,1086.0,1141.0,1255.0,1302.0,1399.0,1466.0,1524.0,1563.0,1657.0,1677.0,1746.0,1795.0,1817.0,1878.0,1937.0,1970.0,1999.0,2027.0,2095.0,2130.0,2163.0,2203.0,2174.0,2214.0,2198.0,2197.0,2289.0,2309.0,2355.0,2318.0,2377.0,2346.0,2295.0,2343.0,2296.0,2253.0,2311.0,2284.0,2321.0,2312.0,2313.0,2329.0,2373.0,2385.0,2391.0,2342.0,2374.0,2341.0,2321.0,2311.0,2289.0,2356.0,2369.0,2339.0,2312.0,2327.0,2294.0,2278.0,2306.0,2367.0,2366.0,2266.0,2266.0,2301.0,2264.0,2272.0,2253.0,2299.0,2264.0,2321.0,2300.0,2261.0,2244.0,2262.0,2297.0,2269.0,2199.0,2168.0,2182.0
Std_Nfpc_3_fil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mean_Nfpc_4_fil,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,14.0,23.0,25.0,32.0,43.0,52.0,65.0,71.0,85.0,108.0,115.0,140.0,178.0,190.0,234.0,249.0,269.0,312.0,328.0,374.0,400.0,443.0,452.0,518.0,552.0,620.0,660.0,688.0,708.0,727.0,770.0,808.0,852.0,862.0,864.0,897.0,936.0,967.0,1011.0,1045.0,1080.0,1133.0,1129.0,1147.0,1163.0,1224.0,1231.0,1306.0,1372.0,1359.0,1424.0,1463.0,1424.0,1465.0,1512.0,1516.0,1532.0,1560.0,1563.0,1576.0,1614.0,1624.0,1626.0,1660.0,1702.0,1718.0,1748.0,1739.0,1772.0,1771.0,1810.0,1821.0,1851.0,1858.0,1864.0,1842.0,1807.0,1922.0,1941.0,1947.0,1998.0,1999.0,1983.0,1972.0,2014.0,1972.0,2006.0,2072.0,2073.0,2068.0,2051.0,2075.0,2155.0,2153.0,2140.0
Std_Nfpc_4_fil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bar_Mean_Nfpc,54.833333333333336,652.0,2229.5,2107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bar_Std_Nfpc,4.810289896553937,13.279056191361393,48.54808612774212,43.18564576337837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
